location,bath,price,total_sqft_int,BHK
Marathahalli,2.0,53.67,1102.0,2
Omkar Nagar,3.0,82.0,1800.0,4
Chikkadunnasandra,2.0,52.0,1397.0,3
Kothanur,2.0,56.0,1140.0,2
Balagere,1.0,55.0,645.0,1
Bank Of Baroda Colony,5.0,325.0,2350.0,5
Nagarbhavi,3.0,225.0,1200.0,3
Bhoopsandra,3.0,135.0,2050.0,3
Sarjapur  Road,2.0,95.0,1335.0,2
Thirumenahalli,1.0,200.0,2100.0,2
Hebbal,3.0,77.68,1255.0,3
Hosakerehalli,3.0,240.0,2376.0,3
Thanisandra,1.0,46.0,663.0,1
Victoria Layout,2.0,146.0,1276.0,2
Kodichikkanahalli,3.0,66.0,1400.0,3
Divya Unnathi Layout,2.0,53.56,1339.0,2
Malleshwaram,3.0,275.0,2200.0,3
Harohalli,2.0,52.0,1305.0,2
Green Glen Layout,3.0,80.0,1740.0,3
Bannerghatta Road,2.0,47.0,1154.0,2
Munnekollal,2.0,40.0,1200.0,2
Hennur,2.0,54.5,1155.0,2
Giri Nagar,1.0,125.0,600.0,1
Hebbal,5.0,192.0,2470.0,4
Padmanabhanagar,2.0,60.0,1100.0,2
Hormavu,2.0,65.0,1250.0,2
Kothanur,2.0,70.0,1400.0,2
Ittamadu,3.0,100.0,1600.0,3
Electronic City,2.0,55.0,1060.0,2
Horamavu Banaswadi,2.0,50.0,1272.0,2
Kanakpura Road,2.0,105.0,1296.0,2
Dollars Colony,3.0,280.0,2100.0,4
Karuna Nagar,3.0,115.0,1945.0,3
Stage-4 Bommanahalli,2.0,69.0,2300.0,3
Gunjur Palya,2.0,52.76,1235.0,2
3rd Block Koramangala,3.0,270.0,2100.0,3
2nd Phase JP Nagar,2.0,42.5,850.0,2
Subramanyapura,3.0,110.0,1880.0,3
1st Block Jayanagar,4.0,368.0,2450.0,4
Kenchenahalli,2.0,52.0,1060.0,2
Hennur Road,3.0,138.0,2041.0,3
Hulimavu,2.0,125.0,1050.0,2
Vasanthapura,2.0,36.28,1037.0,2
"Electronic city phase 1, ",2.0,39.0,1150.0,2
LB Shastri Nagar,2.0,62.0,1184.0,2
Sarjapur  Road,3.0,126.0,1680.0,3
Thanisandra,3.0,100.0,1411.0,3
Jakkur Plantation,4.0,320.0,3500.0,4
Thanisandra,3.0,120.0,1702.0,3
Lavakusha Nagar,3.0,65.0,1545.0,3
6th Phase JP Nagar,2.0,135.0,1515.0,3
JP Nagar,2.0,57.0,1107.0,2
Old Madras Road,3.0,106.0,1720.0,3
Kuvempu Nagar,3.0,150.0,1540.0,3
Bannerghatta Road,2.0,44.5,1000.0,2
Electronic City,1.0,40.42,710.0,1
Sri Balaji Krupa Layout,4.0,270.0,3200.0,4
Domlur Layout,2.0,160.0,900.0,2
Bannerghatta Road,2.0,48.0,1250.0,2
Kaggadasapura,4.0,130.0,2400.0,5
Hegde Nagar,3.0,104.0,1584.01,3
Kaggadasapura,2.0,70.0,1485.0,3
Hennur Road,2.0,78.0,1100.0,3
8th Phase JP Nagar,2.0,59.0,1245.0,2
Hennur Road,4.0,154.0,1880.0,4
Frazer Town,3.0,350.0,2214.0,3
Anathanagar,2.0,45.0,1050.0,2
Bannerghatta Road,3.0,105.0,1640.0,3
Basavanapura,2.0,65.0,1165.0,2
Kengeri Satellite Town,2.0,43.0,1110.0,2
St. John's Road,4.0,630.0,4000.0,4
Haralur Road,2.0,75.0,1300.0,2
adigondanhalli,1.0,42.0,1200.0,2
Hennur Road,2.0,69.61,1232.0,2
7th Phase JP Nagar,2.0,88.0,1275.0,3
Sarjapur  Road,2.0,68.0,1222.0,3
Varthur,2.0,39.0,1155.0,2
Horamavu Banaswadi,2.0,45.0,1200.0,2
Horamavu Agara,2.0,37.29,1166.0,2
5th Phase JP Nagar,5.0,170.0,4000.0,5
Hennur,2.0,52.32,1255.0,2
EPIP Zone,2.0,65.0,1810.0,2
"Whitefield, ",2.0,58.0,1300.0,2
Pattandur Agrahara,2.0,68.0,1350.0,2
Thyagaraja Nagar,6.0,180.0,3000.0,7
Brookefield,3.0,149.0,1560.0,4
Somasundara Palya,3.0,126.0,1650.0,3
Off Bannergatta Road,3.0,87.0,1645.0,3
Hennur Road,3.0,103.0,1748.0,3
Channasandra,3.0,67.77,1200.0,3
Kengeri Satellite Town,2.0,50.0,1170.0,2
Sarjapur  Road,4.0,225.0,3420.0,4
Frazer Town,3.0,180.0,1870.0,3
Sarjapur  Road,2.0,110.0,1510.0,3
Kammagondahalli,7.0,110.0,2700.0,6
Kanakapura  Rod,2.0,45.68,1305.0,3
Indira Nagar,2.0,130.0,1149.0,2
Thanisandra,4.0,129.0,1948.0,4
Sarjapur  Road,2.0,78.0,1242.0,2
Sonnenahalli,2.0,58.0,1268.0,2
Ramamurthy Nagar,2.0,50.0,1101.0,2
Kallumantapa,2.0,65.0,1255.0,2
Gunjur,3.0,62.63,1362.0,3
Hosa Road,2.0,32.67,1089.0,2
Byrathi Village,1.0,95.0,800.0,2
Uttarahalli,2.0,57.0,1345.0,3
Thanisandra,9.0,125.0,3600.0,8
Krishna Nagar,2.0,140.0,1650.0,4
Kaggalipura,2.0,45.0,950.0,2
HBR Layout,2.0,43.0,1068.0,2
Yelahanka New Town,1.0,31.0,860.0,2
Kengeri,5.0,130.0,3000.0,8
Banashankari,3.0,125.0,1800.0,3
Ashok Nagar,5.0,2912.0,8321.0,4
Old Airport Road,4.0,204.0,2732.0,4
Ananth Nagar,2.0,38.0,1010.0,2
Nagarbhavi,3.0,170.0,1250.0,2
Doddakallasandra,2.0,41.0,1010.0,2
Mysore Road,3.0,115.0,1248.52,3
Attibele,1.0,10.0,410.0,1
Naganathapura,3.0,68.0,1451.0,3
JP Nagar,2.0,93.0,1250.0,2
Meenakunte,3.0,240.0,4395.0,3
Abbaiah Reddy Layout,2.0,38.5,1100.0,2
KR Puram,2.0,43.0,1096.0,2
Electronic City Phase II,2.0,33.5,1160.0,2
"Sarjapur Road, ",3.0,139.0,1936.0,3
Nehru Nagar,2.0,63.0,1269.0,3
Richmond Road,3.0,630.0,3500.0,3
Panathur,3.0,125.0,1586.0,3
Rajaji Nagar,2.0,124.0,1376.0,2
Hosa Road,3.0,107.0,1538.0,3
Hosur Road,2.0,130.0,1427.0,3
Upadhyaya Layout,2.0,40.0,935.0,2
Ashwath Nagar,2.0,65.0,1220.0,2
Harlur,2.0,77.0,1197.0,2
Kengeri,1.0,15.0,410.0,1
Thanisandra,3.0,90.0,1573.0,3
Dodda Nekkundi,2.0,58.0,1135.0,2
Huskur,2.0,40.43,1400.0,3
Agrahara Dasarahalli,1.0,65.0,1200.0,1
Ittamadu,3.0,95.0,1800.0,3
Avalahalli,3.0,108.0,2045.0,3
Sonnenahalli,2.0,56.0,1268.0,2
Kambipura,2.0,39.0,883.0,2
Yelahanka,3.0,100.0,1600.0,3
Thanisandra,2.0,70.0,1056.0,2
Whitefield,4.0,330.0,4500.0,4
KR Puram,2.0,58.0,1204.0,2
Tejaswini Nagar,2.0,54.0,1410.0,3
Hennur Road,2.0,80.3,1460.0,2
Dodda Nekkundi,2.0,41.18,1100.0,2
Govindapura,2.0,88.0,1310.0,2
Lottegolla Halli,2.0,55.0,1250.0,2
Uttarahalli,2.0,57.0,1345.0,3
Hosahalli Extension,5.0,240.0,2000.0,5
Singasandra,2.0,67.0,1416.0,2
HSR Layout,2.0,46.0,1145.0,2
Munnekollal,10.0,200.0,7200.0,10
Rajiv Nagar,2.0,43.0,972.0,2
3rd Phase JP Nagar,4.0,345.0,4500.0,4
Bellandur,2.0,47.39,1185.0,2
Green Glen Layout,3.0,81.0,1750.0,3
Byadarahalli,4.0,316.0,3155.0,3
Balagere,2.0,68.0,1007.0,2
Whitefield,2.0,85.0,1250.0,2
Telecom Layout,2.0,54.0,1200.0,2
Horamavu Agara,2.0,42.28,994.0,2
Ramamurthy Nagar,2.0,40.0,1150.0,2
Hennur Gardens,2.0,115.0,1441.0,2
Old Madras Road,2.0,47.32,1157.0,2
Thigalarapalya,2.0,105.0,1400.0,2
Tindlu,3.0,65.0,1370.07,3
Judicial Layout,2.0,40.0,900.0,2
Kodipalya,1.0,17.0,418.0,1
Vishwapriya Nagar,3.0,80.0,1200.0,3
ISRO Layout,2.0,43.0,1200.0,2
Talaghattapura,2.0,42.48,1062.0,2
Bannerghatta Road,2.0,44.0,1012.0,2
Postal Colony,2.0,200.0,1500.0,3
Kanakpura Road,2.0,78.0,1430.0,2
Channasandra,2.0,56.0,1195.0,3
Bisuvanahalli,2.0,42.0,1075.0,3
Sonnenahalli,2.0,59.0,1011.0,2
7th Phase JP Nagar,2.0,102.0,1450.0,3
Sarjapur  Road,2.0,69.0,1129.0,2
Sarjapura - Attibele Road,2.0,36.0,1126.0,2
Attibele,3.0,110.0,1200.0,3
Hennur Road,3.0,140.0,1933.0,3
TC Palaya,2.0,64.0,1082.0,2
Anwar Layout,1.0,28.0,610.0,1
Raja Rajeshwari Nagar,4.0,160.0,1560.0,4
Kathriguppe,3.0,77.99,1300.0,3
CV Raman Nagar,2.0,46.0,1125.0,2
Bileshivale,7.0,107.0,2400.0,6
Kengeri Satellite Town,2.0,25.0,777.4,2
Old Airport Road,3.0,150.0,1798.0,3
Dodda Nekkundi Extension,3.0,120.0,1864.0,3
Kengeri,1.0,25.0,400.0,1
Rajaji Nagar,2.0,70.0,1200.0,2
Ananth Nagar,2.0,24.8,992.0,2
Jakkasandra Extension,2.0,57.0,950.0,2
R.T. Nagar,4.0,185.0,1500.0,4
Bellandur,2.0,62.0,1200.0,2
GM Palaya,3.0,70.0,1735.0,3
BTM 2nd Stage,3.0,172.0,1750.0,3
HSR Layout,2.0,56.0,1009.0,2
Jalahalli,2.0,102.0,1470.0,3
Bannerghatta Road,3.0,115.0,1527.0,3
Singapura Village,2.0,45.0,985.0,2
Chandapura,4.0,135.0,3300.0,4
Whitefield,2.0,77.0,1277.0,2
Nallurhalli,2.0,62.0,1100.0,2
Whitefield,3.0,140.0,1820.0,3
Puttanahalli,3.0,87.0,1530.0,4
Banashankari,3.0,205.0,1886.0,3
Chandra Layout,2.0,190.0,1200.0,3
Jakkur,4.0,110.0,1880.0,3
Hennur,2.0,52.35,1255.0,2
Somasundara Palya,2.0,46.0,1140.0,2
Electronic City Phase II,2.0,29.6,1025.0,2
Whitefield,4.0,247.0,3453.0,4
Sarjapur  Road,3.0,140.0,1850.0,3
Kaikondrahalli,2.0,78.0,1250.0,2
Kamakya Layout,3.0,108.0,2400.0,4
Kodihalli,5.0,716.0,3522.0,4
Jalahalli,2.0,88.0,1244.0,2
Kengeri Satellite Town,2.0,28.57,1025.0,2
7th Phase JP Nagar,2.0,39.33,1035.0,2
2nd Stage Nagarbhavi,3.0,230.0,1500.0,4
Hosa Road,2.0,84.22,1470.0,3
Harlur,3.0,125.0,1752.12,3
Old Madras Road,3.0,170.0,2990.0,3
Electronic City,3.0,63.43,1275.0,3
Bommasandra Industrial Area,3.0,52.81,1365.0,3
"MEI layout, Bagalgunte",2.0,90.0,1200.0,3
Kanakpura Road,3.0,170.0,2546.0,3
Banashankari Stage VI,3.0,69.46,1392.0,3
Singasandra,2.0,73.0,1476.0,3
KR Puram,1.0,21.5,700.0,1
Gnana Bharathi,6.0,170.0,3600.0,6
Jigani,2.0,48.0,943.0,2
Pai Layout,2.0,170.0,1150.0,2
Varthur,3.0,69.43,1615.0,3
Keshava Nagar,2.0,100.0,1279.0,2
Kacharakanahalli,2.0,60.0,1256.0,2
Benson Town,3.0,280.0,1805.0,3
Sompura,3.0,65.0,1350.0,3
SRINIVASAPURA,3.0,68.63,1525.0,3
Rajaji Nagar,2.0,123.0,1357.0,2
Hebbal,3.0,117.0,1645.0,3
Ardendale,3.0,92.0,1777.26,3
Bisuvanahalli,2.0,32.0,845.0,2
Sidedahalli,2.0,25.0,900.0,2
Varthur,2.0,64.15,1210.0,2
Electronic City Phase II,2.0,22.8,829.0,2
Sarjapur  Road,3.0,155.0,1879.0,3
Sarjapur  Road,2.0,75.0,1157.0,3
Ramamurthy Nagar Extension,2.0,42.66,1185.0,2
Green Glen Layout,3.0,115.0,1751.0,3
Channasandra,2.0,38.0,1175.0,2
Jalahalli,2.0,98.49,1407.0,2
Yelachenahalli,2.0,50.0,1000.0,2
Electronic City,3.0,75.0,1518.0,3
"Gubbi Cross, Hennur Main Road",4.0,300.0,3600.0,4
Tumkur Road,2.0,67.0,1027.0,2
HSR Layout,2.0,46.0,1145.0,2
Rajaji Nagar,2.0,113.0,1260.0,2
Byrathi Village,4.0,120.0,1600.0,3
Hegde Nagar,3.0,135.0,1500.0,3
Sabari Nagar,2.0,60.0,1120.0,2
Banashankari Stage V,4.0,240.0,1200.0,3
Hennur Road,2.0,46.5,1030.0,2
Gubbalala,6.0,88.0,2500.0,6
Kammasandra,2.0,35.0,1057.0,2
Old Airport Road,4.0,208.0,2774.0,4
Hormavu,2.0,53.7,1075.0,2
Mysore Road,2.0,60.0,1080.0,3
Kodihalli,5.0,788.0,3626.0,4
Ashraya Layout,7.0,225.0,5100.0,6
Singasandra,2.0,45.0,1139.7,2
Sarjapur  Road,5.0,175.0,2425.0,4
Sarjapur  Road,2.0,74.0,1323.0,2
Hennur Road,2.0,69.61,1232.0,2
Kalena Agrahara,2.0,40.0,900.0,2
Sarjapura - Attibele Road,1.0,23.65,740.0,1
Hebbal,3.0,134.0,1920.0,3
Bannerghatta Road,3.0,96.0,1550.0,3
Gunjur,2.0,90.0,1588.0,3
R.T. Nagar,8.0,165.0,3600.0,9
"Thanisandra Main Road, ",2.0,86.0,1308.0,2
Infantry Road,3.0,265.0,2170.0,4
Thanisandra,3.0,135.0,1719.0,3
Horamavu Agara,2.0,41.51,1107.83,2
Electronic City,2.0,31.48,1090.0,1
Jakkur,3.0,104.0,1660.0,3
Nagavara,2.0,58.56,1247.0,2
Thanisandra,3.0,96.0,1595.0,3
Kaggadasapura,2.0,50.0,1175.0,2
Old Airport Road,2.0,78.0,1184.0,2
Byrasandra,2.0,55.0,1100.0,2
Kaval Byrasandra,2.0,78.0,935.0,2
Yelahanka,2.0,60.0,1200.0,2
Rajaji Nagar,5.0,408.0,2400.0,5
Neelamangala,2.0,45.0,1000.0,2
Uttarahalli,2.0,52.0,1000.0,2
Yelahanka,3.0,85.0,1705.0,3
Chikka Tirupathi,4.0,120.0,2325.0,4
Kammagondahalli,2.0,55.0,1347.0,3
Varthur,2.0,95.0,1402.0,2
Whitefield,4.0,125.0,2280.0,3
Whitefield ECC Road,2.0,71.05,1225.0,2
5th Phase JP Nagar,2.0,53.0,1080.0,2
Koppa,7.0,90.0,4000.0,7
Lavelle Road,3.0,300.0,1919.0,3
Begur Road,2.0,42.6,1100.0,2
Sarjapur  Road,4.0,225.0,2500.0,4
Bannerghatta Road,2.0,78.0,1200.0,2
Maruthi nagar kogilu,3.0,78.0,1200.0,2
Whitefield,5.0,200.0,2882.0,4
Krishna Reddy Layout,3.0,273.0,2180.0,3
Abbigere,2.0,38.92,985.0,2
Sarjapur,2.0,35.0,950.0,2
Jai Bheema Nagar,2.0,55.0,1339.0,2
Ayappa Nagar,3.0,72.0,1449.0,3
Brindavan Layout,2.0,38.68,1100.0,2
Hoskote,2.0,28.095,1003.5,2
Kaval Byrasandra,3.0,200.0,2700.0,3
Billamaranahalli,2.0,55.0,1100.0,2
Sarjapur,3.0,330.0,3009.0,3
Hanumantha Nagar,8.0,310.0,3300.0,8
Chandapura,1.0,30.0,800.0,2
Chikkabanavar,4.0,65.0,2000.0,5
3rd Block Hrbr Layout,2.0,95.0,1300.0,2
Sarjapur  Road,3.0,178.0,2289.0,3
Vignana Nagar,2.0,89.5,1350.0,2
Kambipura,2.0,45.0,883.0,2
Thanisandra,3.0,125.0,1698.0,3
Electronic City Phase II,4.0,105.0,2187.5,4
Ambalipura,2.0,58.5,1060.0,2
Somasundara Palya,2.0,75.0,1185.0,2
Padmanabhanagar,3.0,180.0,2051.0,3
Vittasandra,2.0,72.0,1404.0,2
Electronic City Phase II,2.0,67.0,1252.0,2
Bannerghatta Road,3.0,125.0,1885.0,3
Kaikondrahalli,6.0,225.0,3381.0,6
Hormavu,2.0,42.0,980.0,2
Rajaji Nagar,3.0,340.0,2500.0,3
"Banasawadi, ",3.0,156.0,2312.0,3
Jayamahal,2.0,70.0,1175.0,2
Vinayaka Nagar,2.0,51.0,1145.0,2
Bhoganhalli,2.0,52.5,970.0,2
Whitefield,3.0,92.63,1639.5,3
9th Phase JP Nagar,4.0,300.0,5000.0,4
3rd Block Jayanagar,3.0,240.0,2150.0,3
Harlur,3.0,320.0,3425.0,3
Hennur Road,4.0,253.0,2950.0,4
Jalahalli,2.0,66.0,1200.0,1
Kathriguppe,2.0,73.43,1335.0,3
Rajaji Nagar,3.0,372.0,2390.0,3
Shivaji Nagar,2.0,90.0,1460.0,3
Gulimangala,3.0,50.0,1690.0,3
Devasandra Extension,2.0,32.0,1090.0,2
Thanisandra,3.0,85.73,1732.0,3
Sector 2 HSR Layout,2.0,85.41,1095.0,2
Kengeri,1.0,17.19,416.0,1
Channasandra Layout,2.0,50.0,2400.0,3
Yelahanka,2.0,85.0,1350.0,3
Bannerghatta,3.0,124.0,1776.0,3
Hormavu,2.0,56.0,860.0,2
Kamala Nagar,3.0,400.0,2800.0,3
Nagasandra,3.0,95.0,1650.0,3
Whitefield,2.0,70.0,1190.0,2
JP Nagar,2.0,33.99,1133.0,2
Suraksha Nagar,3.0,62.0,1559.0,3
Horamavu Banaswadi,4.0,118.0,1448.0,3
Kodichikkanahalli,2.0,50.0,976.0,2
Yelahanka,3.0,110.0,1633.0,3
Ramagondanahalli,2.0,46.0,1151.0,2
Uttarahalli,2.0,36.0,1037.0,2
Raja Rajeshwari Nagar 5th Stage,2.0,52.0,1060.0,2
Thigalarapalya,4.0,162.0,2215.0,3
Hennur,2.0,54.5,1255.0,2
Ganesha Block,2.0,300.0,2500.0,3
Hormavu,2.0,53.7,1075.0,2
Harlur,5.0,180.0,2569.0,4
ITPL,2.0,27.0,900.0,2
Kudlu Gate,2.0,79.54,1183.0,2
HSR Layout,2.0,44.0,1100.0,2
GM Palaya,2.0,70.0,1643.0,3
Banagiri Nagar,2.0,120.0,1500.0,3
Jakkur,2.0,75.0,1291.0,2
Hennur,3.0,80.0,1150.0,3
Electronic City,2.0,55.0,1060.0,2
7th Phase JP Nagar,2.0,110.0,1575.0,3
Byrathi Village,3.0,55.0,1700.0,4
Mahadevpura,2.0,58.0,1236.0,2
Malleshwaram,4.0,326.0,2475.0,3
Pai Layout,6.0,175.0,3800.0,6
Haralur Road,5.0,375.0,4694.0,4
Harlur,2.0,56.0,1225.0,2
Thanisandra,2.0,75.0,1056.0,2
Banashankari,3.0,74.52,1200.0,3
Kudlu Gate,3.0,110.0,1850.0,3
Amblipura,4.0,180.0,3150.0,4
Naganathapura,1.0,39.82,1200.0,1
Konena Agrahara,6.0,460.0,3520.0,5
Jigani,2.0,56.0,918.0,2
GD Layout,2.0,68.0,1330.0,3
Lakshminarayana Pura,2.0,80.0,1200.0,2
Sunkan palya,2.0,37.0,927.0,2
CV Raman Nagar,2.0,78.0,1400.0,3
Hosur Road,2.0,106.0,1345.0,2
1st Phase JP Nagar,3.0,400.0,1900.0,4
8th Phase JP Nagar,2.0,80.0,1510.0,2
ITPL,3.0,61.52,1500.0,3
Yelahanka,1.0,42.535,827.5,1
Vidyaranyapura,2.0,72.0,1100.0,3
Sunkadakatte,3.0,68.0,1200.0,3
Hormavu,4.0,115.0,2282.0,4
Jayanti Nagar,2.0,37.49,760.0,2
Sarjapur,3.0,100.0,2172.0,3
Yeshwanthpur Industrial Suburb,6.0,390.0,3800.0,6
8th Phase JP Nagar,3.0,165.0,3300.0,3
Moodalapalya,1.0,48.0,410.0,1
Kadugodi,2.0,44.0,1088.0,2
Sahakara Nagar,2.0,46.0,1200.0,2
Haralur Road,2.0,82.0,1309.0,2
BTM 1st Stage,3.0,200.0,1717.0,3
7th Phase JP Nagar,3.0,200.0,2100.0,3
Gayathri Nagar,1.0,90.0,880.0,2
Maruthi Nagar,3.0,42.0,1250.0,3
5th Phase JP Nagar,2.0,54.0,1041.0,2
Bannerghatta,3.0,150.0,1776.0,3
Rajiv Gandhi Nagar,2.0,80.0,1293.0,2
Bhuvaneshwari Nagar,2.0,68.48,1280.0,2
Thanisandra,2.0,83.05,1245.0,2
Haralur Road,1.0,44.0,1027.0,2
Yelenahalli,2.0,46.17,1200.0,2
Medahalli,3.0,72.0,1065.0,3
Kannamangala,3.0,129.0,1814.0,3
Ramagondanahalli,2.0,112.0,1610.0,3
Kumaraswami Layout,1.0,78.0,850.0,1
Old Mangammanapalya Road,4.0,140.0,3200.0,3
Canara Bank Colony,2.0,77.13,1250.0,3
Haralur Road,2.0,46.0,1243.0,2
Ittamadu,3.0,75.0,1475.0,3
Electronic City,2.0,75.0,1353.0,2
Maruthi Sevanagar,3.0,210.0,2100.0,4
Whitefield,4.0,550.0,4800.0,4
Sahakara Nagar,2.0,96.0,1270.0,2
Thanisandra,4.0,188.0,2695.0,4
Hessarghatta,3.0,65.0,1330.0,3
BTM 2nd Stage,2.0,90.0,1400.0,2
Kasavanhalli,2.0,90.0,1585.0,2
Electronic City,2.0,67.0,1128.0,2
HSR Layout,2.0,60.0,1203.0,2
Mallasandra,2.0,35.0,905.0,2
Hennur Road,3.0,79.0,1450.0,3
Varthur,2.0,38.0,1105.0,2
Channasandra,2.0,46.13,1200.0,2
Dasarahalli,2.0,78.56,1333.0,2
Hongasandra,2.0,45.0,1065.0,2
Haralur Road,2.0,46.0,1243.0,2
Margondanahalli,2.0,65.0,1200.0,2
Whitefield,2.0,94.0,1270.0,2
Chandapura,2.0,35.0,900.0,2
Attibele,2.0,250.0,2400.0,4
Varsova Layout,6.0,560.0,7000.0,6
Bannerghatta Road,2.0,78.0,1450.0,3
J C Nagar,3.0,65.0,1525.0,3
Mahalakshmi Layout,2.0,67.0,1080.0,2
Bagalur Main Road,2.0,72.0,1220.0,2
Begur Road,2.0,44.4,1200.0,2
Bommanahalli,2.0,73.17,1355.0,2
R.T. Nagar,3.0,348.0,2400.0,3
Govindapura,2.0,60.0,1500.0,2
Koramangala,2.0,95.0,1355.0,2
Electronic City,2.0,57.0,1070.0,2
CV Raman Nagar,4.0,180.0,1980.0,3
Bommasandra,2.0,30.0,842.0,2
Bannerghatta Road,1.0,31.2,700.0,1
Doddakammanahalli,4.0,65.0,2500.0,3
"Kanakapura Road, ",3.0,95.0,1884.0,3
Dena Bank Colony,2.0,75.0,1100.0,2
Raja Rajeshwari Nagar,2.0,40.54,1196.0,2
Varthur,3.0,170.0,2145.0,3
Whitefield,2.0,89.0,1220.0,2
6th Phase JP Nagar,2.0,75.0,1192.0,2
Marathahalli,3.0,110.0,1449.0,3
Ardendale,3.0,250.0,2500.0,3
Electronic City,3.0,90.0,1700.0,3
Hebbal,3.0,150.0,1920.0,3
BTM 4th Stage,2.0,90.0,1350.0,2
Devanahalli Int. Airport,5.0,350.0,4800.0,4
"Sarjapur Road, ",3.0,74.0,1700.0,3
Hoodi,3.0,76.0,1447.0,2
Kanakpura Road,2.0,107.0,1329.0,2
Sarjapur  Road,2.0,70.44,1314.0,3
Hal old airport road,3.0,110.0,1200.0,3
Hosa Road,3.0,103.0,1513.0,3
Vittasandra,2.0,67.5,1246.0,2
Ganga Nagar,1.0,65.0,705.0,1
Dasarahalli,2.0,62.0,1220.0,2
Kaval Byrasandra,3.0,75.0,1400.0,3
Kasavanhalli,2.0,80.0,1245.0,2
Anantapuram,2.0,63.0,1495.0,3
Nagavara,2.0,275.0,2000.0,3
Gollarapalya Hosahalli,2.0,36.5,996.0,2
Yelahanka New Town,2.0,44.0,1000.0,2
Chikka Banaswadi,2.0,75.0,1250.0,2
Thanisandra,2.0,80.0,1261.0,3
Akshayanagara East,2.0,50.0,1230.0,2
Kammasandra,2.0,25.53,982.0,2
Bommasandra,3.0,49.36,1260.0,3
HSR Layout,2.0,135.0,1590.0,3
Horamavu Agara,2.0,39.0,1220.0,2
Green Glen Layout,3.0,105.0,1750.0,3
Malleshwaram,2.0,140.0,1500.0,2
Varthur,3.0,90.0,1560.0,3
Whitefield,3.0,300.0,3758.0,3
Belatur,2.0,59.0,1275.0,2
Ramanjaneyanagar,2.0,36.4,1040.0,2
Kaggalipura,5.0,212.0,3150.0,4
Karuna Nagar,3.0,165.0,1960.0,3
JP Nagar,5.0,309.0,3200.0,4
Yeshwanthpur,2.0,100.0,1195.0,2
Sathya Sai Layout,4.0,699.0,4304.0,4
Javarandoddi,1.0,40.0,648.0,1
Sarjapur  Road,3.0,130.0,2100.0,3
Thanisandra main road,4.0,602.0,4209.0,4
Kudlu,2.0,44.0,1027.0,2
Whitefield,4.0,250.0,1575.0,4
Bommasandra,3.0,52.82,1365.0,3
Yelahanka New Town,1.0,18.0,650.0,1
Chandapura,2.0,52.0,1200.0,3
Cooke Town,2.0,90.0,1100.0,2
Banashankari,2.0,63.0,1100.0,2
Akshya Nagar,2.0,58.0,1320.0,3
Kammasandra,3.0,65.0,1500.0,3
Vittasandra,2.0,67.5,1246.0,2
Chennammana Kere,3.0,75.48,1480.0,3
Austin Town,1.0,13.0,500.0,1
3rd Block Banashankari,4.0,325.0,2400.0,5
Doddanekundi,2.0,48.4,1128.0,2
Guddadahalli,2.0,65.0,1180.0,2
Ejipura,2.0,60.0,1200.0,2
Mangammanapalya,3.0,39.5,1250.0,3
Chelekare,2.0,45.0,1000.0,2
Vittasandra,2.0,70.0,1404.0,2
Ramagondanahalli,2.0,115.0,1610.0,3
Varthur,2.0,85.0,1760.0,2
Amam Enclave Layout,2.0,55.0,975.0,2
Kashi Nagar,2.0,42.0,1190.0,2
Kudlu,2.0,46.0,1110.0,2
Rajaji Nagar,3.0,399.0,2415.0,3
Gunjur,2.0,44.5,1235.0,2
Nanjappa Garden,2.0,55.0,1275.0,2
Victoria Layout,2.0,115.0,1115.0,2
Harlur,2.0,76.0,1197.0,2
Begur Road,1.0,32.0,644.0,1
Bellandur,2.0,47.0,1251.0,2
Neeladri Nagar,2.0,30.0,1105.0,2
4th Phase JP Nagar,2.0,38.0,1080.0,2
Kammanahalli,4.0,200.0,1600.0,4
NRI Layout,3.0,64.11,1731.0,3
Hormavu,2.0,55.0,1206.0,2
Choodasandra,3.0,78.0,1560.0,3
7th Phase JP Nagar,1.0,47.0,750.0,1
Billekahalli,2.0,90.0,1035.0,2
Sarjapur  Road,1.0,35.8,702.0,1
Attibele,3.0,65.0,1700.0,3
HRBR Layout,2.0,68.5,1145.0,2
Green Glen Layout,3.0,135.0,1885.0,3
Old Madras Road,2.0,37.77,935.0,2
Old Madras Road,2.0,73.0,1171.0,2
Singasandra,2.0,60.0,1465.0,2
Budigere,3.0,95.0,1820.0,3
Raja Rajeshwari Nagar,2.0,66.85,1580.0,3
Hennur Road,2.0,89.56,1445.0,3
Gollahalli,2.0,39.0,1170.0,2
Anjappa Layout,2.0,50.0,1070.0,2
Kothanur,2.0,56.0,1140.0,2
Rachenahalli,3.0,160.0,2600.0,3
Shikaripalya,3.0,59.75,1532.0,3
AGS Layout,2.0,46.0,1150.0,2
Jakkur,2.0,85.0,1473.0,2
Kathriguppe,3.0,80.99,1350.0,3
Prithvi Layout,4.0,500.0,4040.0,4
CV Raman Nagar,4.0,166.0,1980.0,3
Hoodi,3.0,128.0,1660.0,3
Kogilu,7.0,85.0,2456.0,7
Neeladri Nagar,5.0,425.0,4000.0,5
Malleshwaram,4.0,340.0,2475.0,3
Chikkakannalli,3.0,90.0,1495.0,3
R.T. Nagar,2.0,48.0,1080.0,2
Aishwarya Crystal Layout,2.0,51.0,1053.0,2
7th Phase JP Nagar,2.0,42.0,1050.0,2
